"1/1000000000000",6.108182827555047e-23
"1/(100000000000*10^(4993/5000))",6.183023776900048e-23
"1/(100000000000*10^(2493/2500))",6.258781720358854e-23
"1/(100000000000*10^(4979/5000))",6.33546789346777e-23
"1/(100000000000*10^(1243/1250))",6.413093669427355e-23
"1/(100000000000*10^(993/1000))",6.491670560789084e-23
"1/(100000000000*10^(2479/2500))",6.571210221162827e-23
"1/(100000000000*10^(4951/5000))",6.651724446945148e-23
"1/(100000000000*10^(618/625))",6.733225179068781e-23
"1/(100000000000*10^(4937/5000))",6.815724504773622e-23
"1/(100000000000*10^(493/500))",6.899234659399343e-23
"1/(100000000000*10^(4923/5000))",6.983768028199977e-23
"1/(100000000000*10^(1229/1250))",7.069337148180793e-23
"1/(100000000000*10^(4909/5000))",7.155954709957592e-23
"1/(100000000000*10^(2451/2500))",7.243633559638889e-23
"1/(100000000000*10^(979/1000))",7.332386700731055e-23
"1/(100000000000*10^(611/625))",7.422227296066842e-23
"1/(100000000000*10^(4881/5000))",7.513168669757591e-23
"1/(100000000000*10^(2437/2500))",7.605224309169235e-23
"1/(100000000000*10^(4867/5000))",7.698407866922654e-23
"1/(100000000000*10^(243/250))",7.79273316291845e-23
"1/(100000000000*10^(4853/5000))",7.888214186386531e-23
"1/(100000000000*10^(2423/2500))",7.984865097960876e-23
"1/(100000000000*10^(4839/5000))",8.08270023177961e-23
"1/(100000000000*10^(604/625))",8.181734097610963e-23
"1/(100000000000*10^(193/200))",8.28198138300513e-23
"1/(100000000000*10^(2409/2500))",8.38345695547254e-23
"1/(100000000000*10^(4811/5000))",8.486175864688895e-23
"1/(100000000000*10^(1201/1250))",8.590153344727131e-23
"1/(100000000000*10^(4797/5000))",8.695404816316742e-23
"1/(100000000000*10^(479/500))",8.801945889130834e-23
"1/(100000000000*10^(4783/5000))",8.909792364101123e-23
"1/(100000000000*10^(597/625))",9.018960235761427e-23
"1/(100000000000*10^(4769/5000))",9.129465694619712e-23
"1/(100000000000*10^(2381/2500))",9.241325129559297e-23
"1/(100000000000*10^(951/1000))",9.354555130269495e-23
"1/(100000000000*10^(1187/1250))",9.469172489705966e-23
"1/(100000000000*10^(4741/5000))",9.585194206581271e-23
"1/(100000000000*10^(2367/2500))",9.702637487885926e-23
"1/(100000000000*10^(4727/5000))",9.821519751440316e-23
"1/(100000000000*10^(118/125))",9.941858628477955e-23
"1/(100000000000*10^(4713/5000))",1.0063671966260268e-22
"1/(100000000000*10^(2353/2500))",1.018697783072358e-22
"1/(100000000000*10^(4699/5000))",1.031179450915838e-22
"1/(100000000000*10^(1173/1250))",1.0438140512921486e-22
"1/(100000000000*10^(937/1000))",1.0566034580181468e-22
"1/(100000000000*10^(2339/2500))",1.0695495678697648e-22
"1/(100000000000*10^(4671/5000))",1.0826543008633178e-22
"1/(100000000000*10^(583/625))",1.0959196005402595e-22
"1/(100000000000*10^(4657/5000))",1.109347434255424e-22
"1/(100000000000*10^(93/100))",1.1229397934688023e-22
"1/(100000000000*10^(4643/5000))",1.136698694040895e-22
"1/(100000000000*10^(1159/1250))",1.1506261765316735e-22
"1/(100000000000*10^(4629/5000))",1.1647243065032212e-22
"1/(100000000000*10^(2311/2500))",1.1789951748260666e-22
"1/(100000000000*10^(923/1000))",1.1934408979892807e-22
"1/(100000000000*10^(576/625))",1.208063618414372e-22
"1/(100000000000*10^(4601/5000))",1.222865504773016e-22
"1/(100000000000*10^(2297/2500))",1.2378487523087008e-22
"1/(100000000000*10^(4587/5000))",1.2530155831622873e-22
"1/(100000000000*10^(229/250))",1.2683682467015818e-22
"1/(100000000000*10^(4573/5000))",1.2839090198549307e-22
"1/(100000000000*10^(2283/2500))",1.299640207448904e-22
"1/(100000000000*10^(4559/5000))",1.3155641425501304e-22
"1/(100000000000*10^(569/625))",1.3316831868113047e-22
"1/(100000000000*10^(909/1000))",1.3479997308214367e-22
"1/(100000000000*10^(2269/2500))",1.3645161944604067e-22
"1/(100000000000*10^(4531/5000))",1.3812350272578404e-22
"1/(100000000000*10^(1131/1250))",1.3981587087564053e-22
"1/(100000000000*10^(4517/5000))",1.415289748879546e-22
"1/(100000000000*10^(451/500))",1.432630688303718e-22
"1/(100000000000*10^(4503/5000))",1.4501840988352035e-22
"1/(100000000000*10^(562/625))",1.467952583791522e-22
"1/(100000000000*10^(4489/5000))",1.4859387783875314e-22
"1/(100000000000*10^(2241/2500))",1.5041453501262487e-22
"1/(100000000000*10^(179/200))",1.5225749991944616e-22
"1/(100000000000*10^(1117/1250))",1.541230458863193e-22
"1/(100000000000*10^(4461/5000))",1.5601144958930603e-22
"1/(100000000000*10^(2227/2500))",1.579229910944623e-22
"1/(100000000000*10^(4447/5000))",1.5985795389937294e-22
"1/(100000000000*10^(111/125))",1.6181662497519728e-22
"1/(100000000000*10^(4433/5000))",1.637992948092296e-22
"1/(100000000000*10^(2213/2500))",1.6580625744798105e-22
"1/(100000000000*10^(4419/5000))",1.678378105407879e-22
"1/(100000000000*10^(1103/1250))",1.69894255383957e-22
"1/(100000000000*10^(881/1000))",1.719758969654497e-22
"1/(100000000000*10^(2199/2500))",1.740830440101142e-22
"1/(100000000000*10^(4391/5000))",1.7621600902547213e-22
"1/(100000000000*10^(548/625))",1.7837510834806627e-22
"1/(100000000000*10^(4377/5000))",1.805606621903752e-22
"1/(100000000000*10^(437/500))",1.8277299468830375e-22
"1/(100000000000*10^(4363/5000))",1.8501243394925608e-22
"1/(100000000000*10^(1089/1250))",1.8727931210079558e-22
"1/(100000000000*10^(4349/5000))",1.8957396533990194e-22
"1/(100000000000*10^(2171/2500))",1.9189673398283315e-22
"1/(100000000000*10^(867/1000))",1.9424796251559618e-22
"1/(100000000000*10^(541/625))",1.9662799964503809e-22
"1/(100000000000*10^(4321/5000))",1.9903719835056136e-22
"1/(100000000000*10^(2157/2500))",2.014759159364734e-22
"1/(100000000000*10^(4307/5000))",2.0394451408497983e-22
"1/(100000000000*10^(43/50))",2.0644335890982205e-22
"1/(100000000000*10^(4293/5000))",2.0897282101057688e-22
"1/(100000000000*10^(2143/2500))",2.1153327552761964e-22
"1/(100000000000*10^(4279/5000))",2.1412510219775906e-22
"1/(100000000000*10^(534/625))",2.1674868541055744e-22
"1/(100000000000*10^(853/1000))",2.194044142653373e-22
"1/(100000000000*10^(2129/2500))",2.220926826288884e-22
"1/(100000000000*10^(4251/5000))",2.2481388919388234e-22
"1/(100000000000*10^(1061/1250))",2.2756843753800033e-22
"1/(100000000000*10^(4237/5000))",2.3035673618378936e-22
"1/(100000000000*10^(423/500))",2.3317919865924765e-22
"1/(100000000000*10^(4223/5000))",2.360362435591545e-22
"1/(100000000000*10^(527/625))",2.3892829460715307e-22
"1/(100000000000*10^(4209/5000))",2.418557807185895e-22
"1/(100000000000*10^(2101/2500))",2.4481913606412703e-22
"1/(100000000000*10^(839/1000))",2.4781880013413615e-22
"1/(100000000000*10^(1047/1250))",2.508552178038743e-22
"1/(100000000000*10^(4181/5000))",2.53928839399465e-22
"1/(100000000000*10^(2087/2500))",2.5704012076468553e-22
"1/(100000000000*10^(4167/5000))",2.601895233285709e-22
"1/(100000000000*10^(104/125))",2.633775141738501e-22
"1/(100000000000*10^(4153/5000))",2.6660456610621465e-22
"1/(100000000000*10^(2073/2500))",2.6987115772444354e-22
"1/(100000000000*10^(4139/5000))",2.7317777349138183e-22
"1/(100000000000*10^(1033/1250))",2.7652490380578857e-22
"1/(100000000000*10^(33/40))",2.799130450750713e-22
"1/(100000000000*10^(2059/2500))",2.8334269978890304e-22
"1/(100000000000*10^(4111/5000))",2.8681437659374824e-22
"1/(100000000000*10^(513/625))",2.903285903682999e-22
"1/(100000000000*10^(4097/5000))",2.938858622998372e-22
"1/(100000000000*10^(409/500))",2.974867199615257e-22
"1/(100000000000*10^(4083/5000))",3.011316973906579e-22
"1/(100000000000*10^(1019/1250))",3.048213351678576e-22
"1/(100000000000*10^(4069/5000))",3.0855618049725104e-22
"1/(100000000000*10^(2031/2500))",3.123367872876222e-22
"1/(100000000000*10^(811/1000))",3.1616371623456264e-22
"1/(100000000000*10^(506/625))",3.2003753490362706e-22
"1/(100000000000*10^(4041/5000))",3.23958817814507e-22
"1/(100000000000*10^(2017/2500))",3.2792814652623913e-22
"1/(100000000000*10^(4027/5000))",3.3194610972345313e-22
"1/(100000000000*10^(201/250))",3.360133033036802e-22
"1/(100000000000*10^(4013/5000))",3.401303304657283e-22
"1/(100000000000*10^(2003/2500))",3.4429780179914174e-22
"1/(100000000000*10^(3999/5000))",3.485163353747586e-22
"1/(100000000000*10^(499/625))",3.527865568363726e-22
"1/(100000000000*10^(797/1000))",3.5710909949352474e-22
"1/(100000000000*10^(1989/2500))",3.6148460441542536e-22
"1/(100000000000*10^(3971/5000))",3.6591372052603174e-22
"1/(100000000000*10^(991/1250))",3.7039710470028953e-22
"1/(100000000000*10^(3957/5000))",3.749354218615499e-22
"1/(100000000000*10^(79/100))",3.795293450801875e-22
"1/(100000000000*10^(3943/5000))",3.8417955567341877e-22
"1/(100000000000*10^(492/625))",3.8888674330634856e-22
"1/(100000000000*10^(3929/5000))",3.936516060942529e-22
"1/(100000000000*10^(1961/2500))",3.9847485070611622e-22
"1/(100000000000*10^(783/1000))",4.0335719246943437e-22
"1/(100000000000*10^(977/1250))",4.082993554763057e-22
"1/(100000000000*10^(3901/5000))",4.1330207269081847e-22
"1/(100000000000*10^(1947/2500))",4.1836608605775613e-22
"1/(100000000000*10^(3887/5000))",4.2349214661263504e-22
"1/(100000000000*10^(97/125))",4.286810145930866e-22
"1/(100000000000*10^(3873/5000))",4.339334595516092e-22
"1/(100000000000*10^(1933/2500))",4.392502604696988e-22
"1/(100000000000*10^(3859/5000))",4.446322058733785e-22
"1/(100000000000*10^(963/1250))",4.500800939501415e-22
"1/(100000000000*10^(769/1000))",4.555947326673329e-22
"1/(100000000000*10^(1919/2500))",4.611769398919744e-22
"1/(100000000000*10^(3831/5000))",4.668275435120619e-22
"1/(100000000000*10^(478/625))",4.725473815593496e-22
"1/(100000000000*10^(3817/5000))",4.783373023336358e-22
"1/(100000000000*10^(381/500))",4.841981645285721e-22
"1/(100000000000*10^(3803/5000))",4.901308373590175e-22
"1/(100000000000*10^(949/1250))",4.96136200689947e-22
"1/(100000000000*10^(3789/5000))",5.022151451669445e-22
"1/(100000000000*10^(1891/2500))",5.083685723482955e-22
"1/(100000000000*10^(151/200))",5.145973948386886e-22
"1/(100000000000*10^(471/625))",5.209025364245715e-22
"1/(100000000000*10^(3761/5000))",5.272849322111499e-22
"1/(100000000000*10^(1877/2500))",5.337455287610724e-22
"1/(100000000000*10^(3747/5000))",5.402852842348168e-22
"1/(100000000000*10^(187/250))",5.469051685327879e-22
"1/(100000000000*10^(3733/5000))",5.536061634391676e-22
"1/(100000000000*10^(1863/2500))",5.603892627675188e-22
"1/(100000000000*10^(3719/5000))",5.672554725081752e-22
"1/(100000000000*10^(464/625))",5.74205810977441e-22
"1/(100000000000*10^(741/1000))",5.812413089686118e-22
"1/(100000000000*10^(1849/2500))",5.883630099048549e-22
"1/(100000000000*10^(3691/5000))",5.955719699939545e-22
"1/(100000000000*10^(921/1250))",6.028692583849543e-22
"1/(100000000000*10^(3677/5000))",6.102559573267255e-22
"1/(100000000000*10^(367/500))",6.177331623284726e-22
"1/(100000000000*10^(3663/5000))",6.253019823222022e-22
"1/(100000000000*10^(457/625))",6.329635398271931e-22
"1/(100000000000*10^(3649/5000))",6.407189711164694e-22
"1/(100000000000*10^(1821/2500))",6.485694263853242e-22
"1/(100000000000*10^(727/1000))",6.56516069921902e-22
"1/(100000000000*10^(907/1250))",6.645600802798686e-22
"1/(100000000000*10^(3621/5000))",6.727026504532058e-22
"1/(100000000000*10^(1807/2500))",6.809449880531378e-22
"1/(100000000000*10^(3607/5000))",6.892883154872346e-22
"1/(100000000000*10^(18/25))",6.977338701407026e-22
"1/(100000000000*10^(3593/5000))",7.062829045598957e-22
"1/(100000000000*10^(1793/2500))",7.149366866380872e-22
"1/(100000000000*10^(3579/5000))",7.236964998035002e-22
"1/(100000000000*10^(893/1250))",7.325636432096561e-22
"1/(100000000000*10^(713/1000))",7.415394319280489e-22
"1/(100000000000*10^(1779/2500))",7.506251971431783e-22
"1/(100000000000*10^(3551/5000))",7.59822286349979e-22
