-7.571997489293805 -12.827421372749697
-7.5633467378224815 -12.801469118335726
-7.554695986351158 -12.775516863921755
-7.546045234879834 -12.749564609507782
-7.5373944834085105 -12.723612355093813
-7.528743731937187 -12.697660100679842
-7.520092980465863 -12.671707846265871
-7.5114422289945395 -12.6457555918519
-7.502791477523216 -12.619803337437927
-7.494140726051892 -12.593851083023958
-7.4854899745805685 -12.567898828609987
-7.476839223109245 -12.541946574196015
-7.468188471637921 -12.515994319782044
-7.4595377201665976 -12.490042065368074
-7.450886968695274 -12.464089810954103
-7.44223621722395 -12.438137556540132
-7.433585465752627 -12.412185302126161
-7.424934714281303 -12.38623304771219
-7.416283962809979 -12.36028079329822
-7.407633211338656 -12.334328538884247
-7.398982459867332 -12.308376284470278
-7.390331708396008 -12.282424030056307
-7.381680956924685 -12.256471775642336
-7.373030205453361 -12.230519521228365
-7.364379453982037 -12.204567266814394
-7.355728702510714 -12.178615012400423
-7.34707795103939 -12.15266275798645
-7.338427199568066 -12.126710503572479
-7.329776448096743 -12.10075824915851
-7.321125696625419 -12.074805994744539
-7.312474945154095 -12.048853740330568
-7.303824193682772 -12.022901485916597
-7.295173442211448 -11.996949231502626
-7.286522690740124 -11.970996977088655
-7.277871939268801 -11.945044722674684
-7.269221187797478 -11.919092468260715
-7.260570436326154 -11.893140213846744
-7.251919684854831 -11.867187959432773
-7.243268933383507 -11.841235705018802
-7.234618181912183 -11.81528345060483
-7.22596743044086 -11.78933119619086
-7.217316678969536 -11.763378941776889
-7.208665927498212 -11.737426687362918
-7.200015176026889 -11.711474432948947
-7.191364424555565 -11.685522178534976
-7.182713673084241 -11.659569924121005
-7.174062921612918 -11.633617669707034
-7.165412170141594 -11.607665415293063
-7.15676141867027 -11.581713160879092
-7.148110667198947 -11.555760906465121
-7.139459915727623 -11.52980865205115
-7.130809164256299 -11.503856397637179
-7.122158412784976 -11.477904143223208
-7.113507661313652 -11.451951888809237
-7.104856909842328 -11.425999634395266
-7.096206158371005 -11.400047379981295
-7.087555406899681 -11.374095125567324
-7.0789046554283575 -11.348142871153353
-7.070253903957034 -11.322190616739382
-7.06160315248571 -11.296238362325411
-7.0529524010143865 -11.27028610791144
-7.044301649543063 -11.24433385349747
-7.035650898071739 -11.218381599083498
-7.0270001466004155 -11.192429344669527
-7.018349395129092 -11.166477090255556
-7.009698643657768 -11.140524835841585
-7.0010478921864445 -11.114572581427614
-6.992397140715121 -11.088620327013643
-6.983746389243797 -11.062668072599672
-6.9750956377724735 -11.036715818185701
-6.96644488630115 -11.01076356377173
