"kappa","OmegaGW"
0.07762471166286919,"Missing[""Fail""]"
0.07943282347242814,"Missing[""Fail""]"
0.08128305161640995,"Missing[""Fail""]"
0.08317637711026708,"Missing[""Fail""]"
0.08511380382023767,"Missing[""Fail""]"
0.08709635899560805,"Missing[""Fail""]"
0.08912509381337459,"Missing[""Fail""]"
0.09120108393559097,"Missing[""Fail""]"
0.09332543007969915,"Missing[""Fail""]"
0.09549925860214359,"Missing[""Fail""]"
0.09772372209558111,"Missing[""Fail""]"
0.1,"Missing[""Fail""]"
0.10232929922807536,"Missing[""Fail""]"
0.10471285480509006,"Missing[""Fail""]"
0.10715193052376071,"Missing[""Fail""]"
0.1096478196143185,"Missing[""Fail""]"
0.1122018454301963,"Missing[""Fail""]"
0.1148153621496884,"Missing[""Fail""]"
0.11748975549395303,"Missing[""Fail""]"
0.12022644346174131,"Missing[""Fail""]"
0.1230268770812381,"Missing[""Fail""]"
0.12589254117941662,"Missing[""Fail""]"
0.1288249551693135,"Missing[""Fail""]"
0.13182567385564073,"Missing[""Fail""]"
0.13489628825916533,"Missing[""Fail""]"
0.13803842646028838,"Missing[""Fail""]"
0.14125375446227553,"Missing[""Fail""]"
0.1445439770745928,"Missing[""Fail""]"
0.1479108388168207,"Missing[""Fail""]"
0.1513561248436207,"Missing[""Fail""]"
0.15488166189124827,"Missing[""Fail""]"
0.15848931924611143,"Missing[""Fail""]"
0.16218100973589297,"Missing[""Fail""]"
0.16595869074375597,"Missing[""Fail""]"
0.1698243652461746,"Missing[""Fail""]"
0.17378008287493762,"Missing[""Fail""]"
0.1778279410038923,"Missing[""Fail""]"
0.18197008586099825,"Missing[""Fail""]"
0.18620871366628694,"Missing[""Fail""]"
0.19054607179632482,"Missing[""Fail""]"
0.19498445997580455,"Missing[""Fail""]"
0.1995262314968879,"Missing[""Fail""]"
0.20417379446695316,"Missing[""Fail""]"
0.2089296130854041,"Missing[""Fail""]"
0.21379620895022325,"Missing[""Fail""]"
0.21877616239495518,"Missing[""Fail""]"
0.22387211385683423,"Missing[""Fail""]"
0.22908676527677746,"Missing[""Fail""]"
0.23442288153199228,"Missing[""Fail""]"
0.239883291901949,"Missing[""Fail""]"
0.24547089156850285,"Missing[""Fail""]"
0.25118864315095824,"Missing[""Fail""]"
0.25703957827688645,"Missing[""Fail""]"
0.26302679918953814,"Missing[""Fail""]"
0.2691534803926914,"Missing[""Fail""]"
0.2754228703338169,"Missing[""Fail""]"
0.2818382931264455,"Missing[""Fail""]"
0.28840315031266056,"Missing[""Fail""]"
0.2951209226666384,"Missing[""Fail""]"
0.30199517204020193,"Missing[""Fail""]"
0.30902954325135923,"Missing[""Fail""]"
0.31622776601683794,"Missing[""Fail""]"
0.3235936569296281,"Missing[""Fail""]"
0.33113112148259144,"Missing[""Fail""]"
0.33884415613920277,"Missing[""Fail""]"
0.34673685045253166,"Missing[""Fail""]"
0.3548133892335753,"Missing[""Fail""]"
0.36307805477010174,"Missing[""Fail""]"
0.3715352290971728,"Missing[""Fail""]"
0.38018939632056126,"Missing[""Fail""]"
0.3890451449942805,"Missing[""Fail""]"
0.39810717055349776,"Missing[""Fail""]"
0.407380277804113,"Missing[""Fail""]"
0.41686938347033553,"Missing[""Fail""]"
0.42657951880159256,"Missing[""Fail""]"
0.43651583224016566,"Missing[""Fail""]"
0.4466835921509635,"Missing[""Fail""]"
0.4570881896148752,"Missing[""Fail""]"
0.4677351412871981,"Missing[""Fail""]"
0.47863009232263803,"Missing[""Fail""]"
0.48977881936844664,"Missing[""Fail""]"
0.5011872336272725,"Missing[""Fail""]"
0.5128613839913648,"Missing[""Fail""]"
0.5248074602497723,"Missing[""Fail""]"
0.5370317963702532,"Missing[""Fail""]"
0.5495408738576248,"Missing[""Fail""]"
